# Onboard parameters for system MAV 020
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
20	250	PID_11_D	                        0	9
20	250	PID_11_I	                        0	9
20	250	PID_11_Max	                        0	9
20	250	PID_11_Min	                        0	9
20	250	PID_11_P	                        0	9
20	250	PID_11_proc	0	5
20	250	PID_12_D	                        0	9
20	250	PID_12_I	                        0	9
20	250	PID_12_Max	                        0	9
20	250	PID_12_Min	                        0	9
20	250	PID_12_P	                        0	9
20	250	PID_12_proc	0	5
20	250	PID_13_D	                        0	9
20	250	PID_13_I	                        0	9
20	250	PID_13_Max	                        0	9
20	250	PID_13_Min	                        0	9
20	250	PID_13_P	                        0	9
20	250	PID_13_proc	0	5
20	250	PID_14_D	                        0	9
20	250	PID_14_I	                        0	9
20	250	PID_14_Max	                        0	9
20	250	PID_14_Min	                        0	9
20	250	PID_14_P	                        0	9
20	250	PID_14_proc	0	5
20	250	PID_15_D	                        0	9
20	250	PID_15_I	                     0.17	9
20	250	PID_15_Max	                        1	9
20	250	PID_15_Min	                        0	9
20	250	PID_15_P	                     0.15	9
20	250	PID_15_proc	0	5
20	250	PID_vm_scale_00	                        2	9
20	250	PID_vm_scale_01	                        1	9
20	250	PID_vm_scale_02	                        1	9
20	250	PID_vm_scale_03	                        1	9
20	250	PMU_above_msl	255	6
20	250	PMU_reserved1	0	6
20	250	RC_map_man	3	6
20	250	RC_override	0	5
20	250	RC_timeout	2000	5
20	250	SH_over_radio	0	5
20	250	SINS_Qm_acc	                     0.01	9
20	250	SINS_Qm_acc_x	                    0.001	9
20	250	SINS_Qm_acc_y	                    0.001	9
20	250	SINS_Qm_acc_z	                    0.001	9
20	250	SINS_Qm_gyr	                     0.03	9
20	250	SINS_Qm_gyr_bias	                    0.001	9
20	250	SINS_R_baro	                        1	9
20	250	SINS_R_d_sns	                       15	9
20	250	SINS_R_euler	                     0.01	9
20	250	SINS_R_mag	                     0.01	9
20	250	SINS_R_ne_sns	                       10	9
20	250	SINS_R_nonhol	                      0.1	9
20	250	SINS_R_odo	                      0.1	9
20	250	SINS_R_v_n_sns	                      0.2	9
20	250	SINS_R_zihr	                        5	9
20	250	SINS_acc_b_x	                     0.01	9
20	250	SINS_acc_b_y	                    -0.02	9
20	250	SINS_acc_b_z	                     0.12	9
20	250	SINS_en_baro	0	5
20	250	SINS_en_euler	0	5
20	250	SINS_en_gnss	1	5
20	250	SINS_en_gnss_v	1	5
20	250	SINS_en_mag	0	5
20	250	SINS_en_nonhol	1	5
20	250	SINS_en_odo	1	5
20	250	SINS_en_zihr	0	5
20	250	SINS_en_zupt	1	5
20	250	SINS_eu_vh_pitch	                        0	9
20	250	SINS_eu_vh_roll	                        0	9
20	250	SINS_eu_vh_yaw	                       90	9
20	250	SINS_gyr_b_x	                   -0.049	9
20	250	SINS_gyr_b_y	                    -0.01	9
20	250	SINS_gyr_b_z	                   -0.002	9
20	250	SINS_restart	0	5
20	250	SPD_pulse2m	                0.0543478	9
20	250	SPD_speed_max	                        8	9
20	250	SPD_trgt_speed	                      1.5	9
20	250	SRV_4_max	1500	5
20	250	SRV_4_mid	1500	5
20	250	SRV_4_min	1500	5
20	250	SRV_5_max	1500	5
20	250	SRV_5_mid	1500	5
20	250	SRV_5_min	1500	5
20	250	SRV_6_max	1500	5
20	250	SRV_6_mid	1500	5
20	250	SRV_6_min	1500	5
20	250	SRV_7_max	1500	5
20	250	SRV_7_mid	1500	5
20	250	SRV_7_min	1500	5
20	250	SRV_ail_max	1801	5
20	250	SRV_ail_mid	1500	5
20	250	SRV_ail_min	1301	5
20	250	SRV_ele_max	1801	5
20	250	SRV_ele_mid	1500	5
20	250	SRV_ele_min	1301	5
20	250	SRV_rud_dz	16	5
20	250	SRV_rud_max	1250	5
20	250	SRV_rud_mid	1450	5
20	250	SRV_rud_min	1700	5
20	250	SRV_thr_dz	512	5
20	250	SRV_thr_max	1700	5
20	250	SRV_thr_mid	1500	5
20	250	SRV_thr_min	1200	5
20	250	SYS_id	20	5
20	250	SYS_mavtype	10	5
20	250	SYS_vehicle_type	1	5
20	250	TIME_zone	0	6
20	250	T_attitude	100	5
20	250	T_debug	0	5
20	250	T_debug_vect	0	5
20	250	T_global_pos	100	5
20	250	T_gps_raw_int	100	5
20	250	T_highres_imu	100	5
20	250	T_mission_curr	0	5
20	250	T_nav_output	100	5
20	250	T_position_ned	0	5
20	250	T_raw_imu	0	5
20	250	T_raw_press	0	5
20	250	T_rc	0	5
20	250	T_rc_scaled	0	5
20	250	T_scal_imu	0	5
20	250	T_scal_press	100	5
20	250	T_sys_status	200	5
20	250	T_vfr_hud	100	5
20	250	param_end_mark__	1	5
